,ID,Title,ImageURL,Genres,emotion_label_1,emotion_label_2
1941,1287850,Hell Hole,https://image.tmdb.org/t/p/w600_and_h900_bestv2/icqY4HTfrCwR4J8NqvcnGsKCp6S.jpg,"Horror, Science Fiction",neutral,disgust
1942,192102,3 Days to Kill,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xhSoCoiMAXa4rOM7KhFSOs3gbh7.jpg,"Action, Drama, Thriller",neutral,anger
1943,1359153,The Diary,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8yx3EK6omL8mD8mcmHR7nmiboex.jpg,"Thriller, Drama",fear,anger
1944,21635,"Sorry, Wrong Number",https://image.tmdb.org/t/p/w600_and_h900_bestv2/A39p8fEvucMFQXFmjp5Z8WepdsQ.jpg,"Thriller, Mystery",fear,anger
1945,19959,Surrogates,https://image.tmdb.org/t/p/w600_and_h900_bestv2/v3Z0Hbl0oe57njrrIPh0fJPFoo.jpg,"Science Fiction, Action, Thriller",disgust,neutral
1946,11976,Legend,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6n3PQSYpZRK5YPk2w8JEwED7AZk.jpg,"Adventure, Fantasy",neutral,fear
1947,10647,Pay It Forward,https://image.tmdb.org/t/p/w600_and_h900_bestv2/62OIokwaxFwBFWM147ijLJsaVJD.jpg,Drama,neutral,joy
1948,470044,The Hate U Give,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2icwBom0t5nmOuZI9FVXF3gkMK0.jpg,"Crime, Drama",disgust,sadness
1949,187,Sin City,https://image.tmdb.org/t/p/w600_and_h900_bestv2/i66G50wATMmPrvpP95f0XP6ZdVS.jpg,"Thriller, Action, Crime",neutral,disgust
1950,103,Taxi Driver,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ekstpH614fwDX8DUln1a2Opz0N8.jpg,"Crime, Drama",disgust,anger
1951,605116,Project Power,https://image.tmdb.org/t/p/w600_and_h900_bestv2/TnOeov4w0sTtV2gqICqIxVi74V.jpg,"Action, Crime, Science Fiction",anger,neutral
1952,703771,Deathstroke: Knights & Dragons - The Movie,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vFIHbiy55smzi50RmF8LQjmpGcx.jpg,"Animation, Action, Adventure, Science Fiction",anger,disgust
1954,957607,Loving Memories,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jhb5cjOyaqmElOWxsqBrdl27SSV.jpg,"Drama, Romance, History",sadness,neutral
1955,23033,Jungle Book,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zYkffyYCFO1Li1f20MyaAYUaYC4.jpg,"Adventure, Fantasy, Family",sadness,neutral
1956,25565,Transformers: Beginnings,https://image.tmdb.org/t/p/w600_and_h900_bestv2/q61s5H2DRHSJYx75adOtTL3aFuY.jpg,"Animation, Action, Thriller, Science Fiction",neutral,anger
1957,19576,One Piece: The Movie,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aRqQNSuXpcE3dkJC43aEg9f2HXd.jpg,"Action, Animation, Adventure, Comedy, Fantasy",anger,neutral
1958,628,Interview with the Vampire,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2162lAT2MP36MyJd2sttmj5du5T.jpg,"Horror, Drama, Fantasy",disgust,anger
1959,25,Jarhead,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4rCzaZy5Qkvxh5xaVpHriXSLTgC.jpg,"Drama, War",disgust,sadness
1960,231576,Wish I Was Here,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hDDXIWLBS6rNPJS4tQvEXWxGXjK.jpg,"Drama, Comedy",sadness,neutral
1961,11778,The Deer Hunter,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bbGtogDZOg09bm42KIpCXUXICkh.jpg,"Drama, War",neutral,sadness
1962,292777,Flower & Snake: Zero,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dgL3SEyEGJl33PyUs2ADh82Dd3m.jpg,"Mystery, Thriller, Drama",disgust,fear
1963,6069,The Witches of Eastwick,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mKX8o7BVFrpyXoN8iKIUDLSj6xX.jpg,"Comedy, Fantasy, Horror",joy,neutral
1964,22596,Safety Last!,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qNpBbHlptWgFhtGny3KDf7ImkWR.jpg,Comedy,fear,disgust
1965,17899,"Sex, Party and Lies",https://image.tmdb.org/t/p/w600_and_h900_bestv2/8ToFvAE6vjhHoIW20L9zERoRj15.jpg,"Comedy, Drama",neutral,disgust
1966,605,The Matrix Revolutions,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tyXwreXv4pfo4T4aplTKIp7f9GI.jpg,"Adventure, Action, Thriller, Science Fiction",neutral,anger
1967,23210,Six Degrees of Separation,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oH0bl69uZZA6dAclgFRkm1Vwcry.jpg,"Mystery, Drama, Comedy",disgust,neutral
1968,424488,Megan Leavey,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ajZUEsDpo3EgiHZ8HX9yQJIRnFf.jpg,"Drama, War",neutral,anger
1969,131634,The Hunger Games: Mockingjay - Part 2,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lImKHDfExAulp16grYm8zD5eONE.jpg,"Action, Adventure, Science Fiction",fear,neutral
1970,209262,Parkland,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3slcSL2i9oub4SUT8oF28npx9z5.jpg,"History, Drama",fear,surprise
1971,29154,Stand and Deliver,https://image.tmdb.org/t/p/w600_and_h900_bestv2/A9pfzwk02iNl6i9wyk8lNcBkvc.jpg,Drama,disgust,neutral
1972,5336,"Salò, or the 120 Days of Sodom",https://image.tmdb.org/t/p/w600_and_h900_bestv2/xnaDdiRfZlJaTf6JRc4in40eaeI.jpg,"Drama, War, Horror",disgust,fear
1973,876797,The Last 10 Years,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yJFUBE5VGjQaTLuyhf4Hb926mn4.jpg,"Drama, Romance",disgust,neutral
1974,200,Star Trek: Insurrection,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xQCMAHeg5M9HpDIqanYbWdr4brB.jpg,"Science Fiction, Action, Adventure, Thriller",anger,disgust
1975,223485,Slow West,https://image.tmdb.org/t/p/w600_and_h900_bestv2/j3PmbRZvf5KpNbapSjn8b0CpD6a.jpg,"Western, Drama, Thriller",disgust,fear
1976,9532,Final Destination,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1mXhlQMnlfvJ2frxTjZSQNnA9Vp.jpg,Horror,fear,neutral
1977,10771,The Tuxedo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2agrcNQRtgTsN5SbffC4H2BwYW2.jpg,"Thriller, Action, Comedy, Science Fiction",neutral,surprise
1978,1060090,The Collective,https://image.tmdb.org/t/p/w600_and_h900_bestv2/Ah9H6Sj434nJiZpTPQrovHaEePV.jpg,"Action, Thriller",neutral,anger
1979,707,A View to a Kill,https://image.tmdb.org/t/p/w600_and_h900_bestv2/arJF829RP9cYvh0NU70dC5TtXSa.jpg,"Adventure, Action, Thriller",fear,neutral
1980,2043,Along Came a Spider,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vipRsbIpwUNf1gjfOcVNizQ1o3c.jpg,"Crime, Mystery, Thriller, Action",fear,disgust
1981,10358,Zack and Miri Make a Porno,https://image.tmdb.org/t/p/w600_and_h900_bestv2/40qxr2p2s297Q1mWFJOsRatQPK0.jpg,"Comedy, Romance",neutral,joy
1982,74018,A Cinderella Story: Once Upon a Song,https://image.tmdb.org/t/p/w600_and_h900_bestv2/awuuwPA8Hy9c5EH04xwkEXOSYiL.jpg,"Comedy, Family, Romance, Drama",anger,neutral
1983,353616,Pitch Perfect 3,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iHxmTTFMuuPIwwj39C4Zkk9IL4m.jpg,"Comedy, Music",neutral,joy
1984,22999,The Flying Deuces,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wXXA3s9tzRV7tgiFqhm7Nvu9W8B.jpg,"Comedy, War",anger,fear
1985,835113,Woman of the Hour,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2jMxTIXOTyLLg6xTVrgK5opRDNv.jpg,"Drama, Crime, Thriller",fear,disgust
1986,6964,Something's Gotta Give,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4fQJjwbDf1KELvJJMcmAV6AxJdH.jpg,"Drama, Comedy, Romance",disgust,sadness
1987,199373,The Frozen Ground,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hHDj1h3lJvYd9Cervoswz9crhWg.jpg,"Thriller, Crime",disgust,neutral
1988,1184371,CHD-027 Hitomi Tanaka 田中瞳 – PREMIUM CUTIE,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5xUS2COF1m41nQkBF4DxSkSTKkC.jpg,,neutral,disgust
1989,431803,Kabaneri of the Iron Fortress: Life That Burns,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oE9sh6BS1nQGcLFvih9VlxSdJDW.jpg,"Animation, Drama, Action, Science Fiction",neutral,disgust
1990,242828,When Marnie Was There,https://image.tmdb.org/t/p/w600_and_h900_bestv2/at7lShVfMdohEzC1VZYTZXY0hzP.jpg,"Animation, Drama, Family, Mystery",disgust,neutral
1991,72213,Courageous,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hVRkbZRCoHtnfi0V9GFZ3uXjCNp.jpg,Drama,neutral,fear
1992,1089123,Daddy's Head,https://image.tmdb.org/t/p/w600_and_h900_bestv2/77vlYgTiqeZ3khLmPQqrqKX2FU6.jpg,Horror,fear,neutral
1993,516729,Paddington in Peru,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1ffZAucqfvQu36x1C49XfOdjuOG.jpg,"Comedy, Family, Adventure",joy,neutral
1994,893694,Eva,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bXZ3j3kQgCRZj7KD4Q5F9m5ABaQ.jpg,"Drama, Romance",disgust,anger
1995,423502,My Friend's Mom,https://image.tmdb.org/t/p/w600_and_h900_bestv2/19ly5EebC8LlejpbWWSBEMqtJz1.jpg,Romance,neutral,anger
1996,10019,Mannequin,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oHMA8euTiZdDFXDi5zaIQQXwl0K.jpg,"Comedy, Romance, Fantasy",sadness,neutral
1997,11683,Land of the Dead,https://image.tmdb.org/t/p/w600_and_h900_bestv2/q7tLETjCPu2gNO5vR9esXEd6Mil.jpg,"Horror, Science Fiction",neutral,anger
1998,105825,Erotic Ghost Story III,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2b1Y6NbZenY45DgC5CwncoLkpo.jpg,"Horror, Drama, Fantasy",neutral,disgust
1999,1081662,Appendage,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xBlYO5Pih92UKBN3mYUh8Ptiqh2.jpg,Horror,fear,disgust
2000,21036,Panda! Go Panda!,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rdN1fZhb1mcfJScu9MXXQSuY4Iz.jpg,"Animation, Family, Comedy",joy,neutral
2001,545609,Extraction,https://image.tmdb.org/t/p/w600_and_h900_bestv2/nygOUcBKPHFTbxsYRFZVePqgPK6.jpg,"Action, Thriller",neutral,disgust
2002,442062,Goosebumps 2: Haunted Halloween,https://image.tmdb.org/t/p/w600_and_h900_bestv2/t2wy38iiMpB8WsgJi3lYeDnGh2H.jpg,"Comedy, Fantasy, Horror",fear,neutral
2003,51736,Bloomington,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iW3g8LH0lG4Q3oxNrlnloTrkzNx.jpg,"Romance, Drama",joy,disgust
2004,1059345,Cult Killer,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jSR06FpV1H36OmW0jfEmvG73l2r.jpg,"Mystery, Thriller, Crime, Horror",disgust,anger
2006,11820,Mona Lisa Smile,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bg0VKsXnLjIZ0cHmZHZLs9gzrvm.jpg,"Drama, History, Romance",neutral,joy
2007,545742,One Piece: Episode of Skypiea,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iACNoplLU4W3gP2384nAcEmf5uE.jpg,"Animation, Action, Adventure, Comedy",surprise,fear
2008,1735,The Mummy: Tomb of the Dragon Emperor,https://image.tmdb.org/t/p/w600_and_h900_bestv2/A3acM1lX5PNWQa6r5qeMAJOxbnT.jpg,"Adventure, Action, Fantasy",disgust,neutral
2009,779782,The School for Good and Evil,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6oZeEu1GDILdwezmZ5e2xWISf1C.jpg,"Fantasy, Comedy, Adventure, Drama",neutral,joy
2010,872542,Agent Game,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qXJFjgcV7ESRHUSxZiBA4PzRMIx.jpg,"Action, Thriller",fear,disgust
2011,10501,The Road to El Dorado,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ryXm7xp4aqQyda0FU2eMfHehPBg.jpg,"Family, Adventure, Animation, Comedy, Fantasy",surprise,fear
2012,109689,I Want You,https://image.tmdb.org/t/p/w600_and_h900_bestv2/z13I3sWzOoKBDAEpJ7iK9bSznQn.jpg,"Drama, Romance",neutral,sadness
2013,188222,Entourage,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6Vl5t0d6g37Se20VjQ8EFdbb7dG.jpg,"Comedy, Drama",neutral,joy
2014,2295,Clerks II,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cLSW0nW94XT0DmBS69ublcLfQ9c.jpg,Comedy,fear,sadness
2015,546554,Knives Out,https://image.tmdb.org/t/p/w600_and_h900_bestv2/pThyQovXQrw2m0s9x82twj48Jq4.jpg,"Comedy, Crime, Mystery",sadness,surprise
2016,52449,Bad Teacher,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zpIY4qUSX91J9XpPgr0hFrk1eKr.jpg,Comedy,disgust,anger
2017,741074,Once Upon a Snowman,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hddzYJtfYYeMDOQVcH58n8m1W3A.jpg,"Animation, Family, Comedy, Fantasy",neutral,joy
2018,60935,The Thing,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dmn2nVo8h7LMnk694JxCRIwK06p.jpg,"Horror, Science Fiction, Mystery",fear,neutral
2019,879957,Wyrmwood: Apocalypse,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5FejR8s7E1BYkWRFZ9sPTNHKkxT.jpg,"Action, Horror",disgust,neutral
2020,1302004,Kaskasero,https://image.tmdb.org/t/p/w600_and_h900_bestv2/veLIxyQJyXq8Lf6qSbXQl0ckHzC.jpg,Drama,anger,fear
2021,231164,Sweet Whip,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uGicTWd9sHk0TinuLNm4I5DCVSV.jpg,"Thriller, Drama, Romance, Mystery, Horror",disgust,anger
2022,1208704,Dagr,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zu2jxGIKmleJ9QUwAcIhTl8RI6E.jpg,"Horror, Comedy",fear,neutral
2023,581726,Infinite,https://image.tmdb.org/t/p/w600_and_h900_bestv2/niw2AKHz6XmwiRMLWaoyAOAti0G.jpg,"Science Fiction, Action, Adventure, Thriller",neutral,fear
2024,537996,The Ballad of Buster Scruggs,https://image.tmdb.org/t/p/w600_and_h900_bestv2/voxl654m7p36y8FLu8oQD7dfwwK.jpg,"Western, Comedy, Drama",disgust,neutral
2025,520023,Bodies Bodies Bodies,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hSuTjDmqRdy7Dii8ymnF2WILTeP.jpg,"Horror, Comedy, Mystery",disgust,neutral
2026,123338,Sex and Zen III,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ovbMvgOiIsnwx2LSppKqXQxms6z.jpg,"Comedy, Romance, Drama",anger,neutral
2027,119283,Parker,https://image.tmdb.org/t/p/w600_and_h900_bestv2/u1cl4RsdqMjolVVsHwiLRPN1CT2.jpg,"Action, Crime",anger,neutral
2028,10588,The Cat in the Hat,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qgEk63SkI0AgcMHnI54laB1LQjY.jpg,"Comedy, Adventure, Family, Fantasy",joy,anger
2029,24238,Mary and Max,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ebmsM382m9IClLUzKYY2U5biFwM.jpg,"Animation, Comedy, Drama",joy,neutral
2030,116745,The Secret Life of Walter Mitty,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tY6ypjKOOtujhxiSwTmvA4OZ5IE.jpg,"Adventure, Comedy, Drama, Fantasy",fear,neutral
2031,728754,Stand by Me Doraemon 2,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vBv8iOFPLnXmtELUjcFc7OKHsR4.jpg,"Animation, Family, Science Fiction, Adventure",sadness,neutral
2032,45233,Women's Prison Massacre,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ivEWHvm5EiF4eb2l0ieZdz4DRkq.jpg,"Action, Crime, Horror",disgust,anger
2033,242512,Ouija,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gwjHlGjK2xXKpjd65BWyAMwzTWC.jpg,Horror,fear,neutral
2034,7305,Alive,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uQACcCZqd7WCTRin9xRIW5gr1bd.jpg,"Adventure, Drama, History",fear,surprise
2035,1205025,Foursome,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3JZcArEpa9LbWuXhhpyi3xk654p.jpg,"Romance, Drama",disgust,sadness
2036,712,Four Weddings and a Funeral,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg,"Comedy, Drama, Romance",neutral,disgust
2037,338,"Good Bye, Lenin!",https://image.tmdb.org/t/p/w600_and_h900_bestv2/uHk1oGEbnvQGLnyiiYxTslZLoog.jpg,"Comedy, Drama",fear,sadness
2038,28178,Hachi: A Dog's Tale,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lsy3aEsEfYIHdLRk4dontZ4s85h.jpg,"Drama, Family",disgust,joy
2039,1368,First Blood,https://image.tmdb.org/t/p/w600_and_h900_bestv2/a9sa6ERZCpplbPEO7OMWE763CLD.jpg,"Action, Adventure, Thriller, War",fear,anger
2040,760161,Orphan: First Kill,https://image.tmdb.org/t/p/w600_and_h900_bestv2/pHkKbIRoCe7zIFvqan9LFSaQAde.jpg,"Horror, Thriller",anger,disgust
2041,978592,Sleeping Dogs,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5DwQhh1HvTo7edaOeMX49NUyZqy.jpg,"Mystery, Thriller, Crime, Drama",fear,disgust
2042,1892,Return of the Jedi,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jQYlydvHm3kUix1f8prMucrplhm.jpg,"Adventure, Action, Science Fiction",fear,neutral
2043,22183,Angelique and the King,https://image.tmdb.org/t/p/w600_and_h900_bestv2/AtrK32Qdu7oaPqBiN7tGo1BhkJL.jpg,"Adventure, History, Romance",disgust,neutral
2044,70,Million Dollar Baby,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jcfEqKdWF1zeyvECPqp3mkWLct2.jpg,Drama,sadness,neutral
2045,318256,Hot Girls Wanted,https://image.tmdb.org/t/p/w600_and_h900_bestv2/75ot83QOkc02vujyzmIbumQCU6Y.jpg,Documentary,neutral,surprise
2046,527776,Overcomer,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rVR3uN1yPRqYBBtNFSrEKCpRhaK.jpg,Drama,neutral,joy
2047,1026819,The Hunted,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zgx7I0JfmHbGcbveNk4EK3jFuMk.jpg,"Horror, Thriller",fear,neutral
2048,2148,The Cotton Club,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jIoTMKTTIseTzaUrU3lxOsBGVry.jpg,"Crime, Drama",anger,neutral
2049,967,Spartacus,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xLPpQlFWE12cbqNJQ5Vf4eJU8ij.jpg,"History, War, Drama, Adventure",anger,neutral
2050,534338,An Interview with God,https://image.tmdb.org/t/p/w600_and_h900_bestv2/d9TeB8VLCgwSph2OSYK3lcHGf1f.jpg,"Drama, Mystery",neutral,fear
2051,437068,A Taxi Driver,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iXVaWbxmyPk4KZGZk5GGDGFieMX.jpg,"Action, Drama, History",neutral,disgust
2052,21956,Scooby-Doo! and the Monster of Mexico,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fv4e6pGhl4fDUdRt2WIDLDgEq7e.jpg,"Animation, Comedy, Family, Mystery",fear,neutral
2053,762975,Purple Hearts,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4JyNWkryifWbWXJyxcWh3pVya6N.jpg,"Romance, Drama",sadness,fear
2054,959960,Akuma no Memumemu-chan,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qjnponHUq9YOl6Ke43uOMHsJif2.jpg,Animation,neutral,disgust
2055,234200,Pride,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mrITqHNw0XzT7egAPByDuiE3QZf.jpg,"Drama, Comedy",disgust,neutral
2056,525,The Blues Brothers,https://image.tmdb.org/t/p/w600_and_h900_bestv2/b0hq1d2d7FIvRGNLewKLm79JNTK.jpg,"Music, Comedy, Action, Crime",neutral,joy
2057,864370,Incantation,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6zltP23zLGPogsHZUazSrrwNuKs.jpg,Horror,neutral,fear
2058,2756,The Abyss,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2dCit3XAtv9KWCJvRKdPkJ0FAkH.jpg,"Adventure, Action, Thriller, Science Fiction",surprise,fear
2059,1211728,The 100 Candles Game: The Last Possession,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3hTBpHgivJQtdsjFPgAc3U8KxSX.jpg,Horror,neutral,joy
2060,283587,Beasts of No Nation,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1D4vcJmJc58WXarpRtwgd2do9Rg.jpg,"Drama, War",fear,anger
2061,21191,Sin Nombre,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wncX4fshBUDvB2CaW3AYG7i3nUd.jpg,"Drama, Action, Thriller, Crime",joy,sadness
2062,10402,Deuce Bigalow: Male Gigolo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/w0UKAcY4fAPuQW2GhAoIMwutIA5.jpg,Comedy,neutral,disgust
2063,609972,Paranormal Activity: Next of Kin,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wRy3SwJFE55iL2bfKqECzP2qyrd.jpg,"Horror, Mystery",fear,disgust
2064,1824,50 First Dates,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lzUI2Cg7OMfcUNv3f7MywYNBjs6.jpg,"Comedy, Romance",neutral,joy
2065,193610,The Other Woman,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yHnbb6z8REuFIyBLT2Nj3MX54dY.jpg,"Comedy, Romance",anger,disgust
2066,333167,Empire of Lust,https://image.tmdb.org/t/p/w600_and_h900_bestv2/riPIZGAwnGeKWSdBNeyNr6hNqN1.jpg,"Romance, Drama, History",neutral,disgust
2067,2346,Still Life,https://image.tmdb.org/t/p/w600_and_h900_bestv2/pJYBqUk9zZ3lotYo4711HqWh8QE.jpg,"Drama, Romance",disgust,sadness
2068,2667,The Blair Witch Project,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9050VGrYjYrEjpOvDZVAngLbg1f.jpg,"Horror, Mystery",fear,disgust
2069,12144,The Land Before Time,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vP2cDLZyj8mlu97m1N3q9nxNrRS.jpg,"Family, Animation, Adventure",neutral,joy
2070,299537,Captain Marvel,https://image.tmdb.org/t/p/w600_and_h900_bestv2/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,"Action, Adventure, Science Fiction",neutral,fear
2071,8869,Eight Legged Freaks,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1hf7x6WmyXtL1MlY4eSlTbZ8Nzu.jpg,"Action, Comedy, Horror, Thriller",neutral,disgust
2072,192145,Third Person,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8HfxGEbQnPvIzaYAHMvu947r8sQ.jpg,"Drama, Romance",neutral,sadness
2073,338803,The Treacherous,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1YpS9sXZ8bRrmPwULftGbfwImnR.jpg,"Drama, History, Crime",disgust,anger
2074,201085,Crimson Peak,https://image.tmdb.org/t/p/w600_and_h900_bestv2/f9TOb5anVwZeSbYjU1qNxPk3KUk.jpg,"Horror, Romance",sadness,fear
2075,852436,Let Her Kill You,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lNqSlpZAti3qdcxnquek7cNd3uF.jpg,"Thriller, Mystery",fear,sadness
2076,42246,Tom and Jerry: The Fast and the Furry,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4pQhh5bU1KcUeXqPOteWsCkNZPK.jpg,"Animation, Comedy, Family",neutral,joy
2077,10489,Cujo,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uNBt2YxrQdyOjnm2rDQ5QiCmQ0K.jpg,"Horror, Thriller",fear,neutral
2078,440021,Happy Death Day,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cTaEIUYTt52ooq9quVbAQ7NpGwo.jpg,"Comedy, Horror, Mystery",fear,surprise
2079,499701,Dora and the Lost City of Gold,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xvYCZ740XvngXK0FNeSNVTJJJ5v.jpg,"Adventure, Comedy, Family, Fantasy",fear,neutral
2080,1417,Pan's Labyrinth,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2VVhikIxoztAXEDQZLOdtBsu6vf.jpg,"Fantasy, Drama, War",fear,sadness
2081,862491,Catwoman: Hunted,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iu01cvxs3eLQzra3YNF1pbpXIZa.jpg,"Animation, Action, Crime",anger,neutral
2082,600354,The Father,https://image.tmdb.org/t/p/w600_and_h900_bestv2/pr3bEQ517uMb5loLvjFQi8uLAsp.jpg,Drama,disgust,anger
2083,19458,Princess Protection Program,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aKs0ufPp0agLptnhEutDOlfwfdH.jpg,"Family, TV Movie, Comedy",disgust,anger
2084,235704,Commitment,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ybM400b3vesnoNzOlTlAmHeEYPq.jpg,"Drama, Action, Thriller",anger,disgust
2085,454640,The Angry Birds Movie 2,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fKk4bfnouKEY5iPzYDMcVmtgDEy.jpg,"Animation, Action, Fantasy, Adventure, Comedy",surprise,neutral
2086,774825,The Ice Age Adventures of Buck Wild,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zzXFM4FKDG7l1ufrAkwQYv2xvnh.jpg,"Animation, Comedy, Adventure, Family",neutral,joy
2087,1106052,(Un)lucky Sisters,https://image.tmdb.org/t/p/w600_and_h900_bestv2/47Fxiq29dXtVwa0gZud55FTopnz.jpg,"Comedy, Drama",sadness,surprise
2088,1039868,Vanished into the Night,https://image.tmdb.org/t/p/w600_and_h900_bestv2/f83MF5KVFRs5zuFCPlb6UQV1Yo9.jpg,"Thriller, Mystery, Drama",fear,anger
2089,1891,The Empire Strikes Back,https://image.tmdb.org/t/p/w600_and_h900_bestv2/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,"Adventure, Action, Science Fiction",sadness,neutral
2090,205220,Philomena,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eBUv2GmGdXmCk1AaSOmyiu70hN8.jpg,Drama,disgust,sadness
2091,82023,Hotel Desire,https://image.tmdb.org/t/p/w600_and_h900_bestv2/nHVz2ME3HXn6vS7fHfugSudEsWX.jpg,"Drama, Romance",fear,neutral
